0,0,2.366620540499588
0,1,6.965658971262047
0,2,-1.0794784336498267
0,3,3.365814319871632
0,4,1.081966337116515
0,5,4.585635996898605
0,6,3.2004048448488764
0,7,0.4991798001716447
0,8,-0.017043557965355352
0,9,7.091983315057143
0,10,0.8226456697686348
0,11,4.018679389527332
0,12,3.220262770953085
0,13,6.505536706588168
0,14,6.405507120255184
0,15,-1.0559124548306689
0,16,0.18323787106703182
0,17,0.06234494541020699
0,18,7.354612580181442
0,19,6.053020608122219
0,20,1.7897956813007707
0,21,2.6811602743800207
0,22,0.03117671938524959
0,23,7.462234402084892
1,0,-0.028844332281911897
1,1,0.09690280461014658
1,2,0.14565447986107327
1,3,-0.055838297258926486
1,4,0.5660395294025249
1,5,0.0972506540439014
1,6,0.07274930887339848
1,7,0.1490250527088121
1,8,0.01198377341125223
1,9,0.007279478319650479
1,10,0.7355957820832477
1,11,0.3895443564505906
1,12,0.3239304159976286
1,13,0.7688830134313598
1,14,0.193380584123112
1,15,0.5316077825469829
1,16,0.09037615113948215
1,17,0.04573325623469368
1,18,-0.0692891014501981
1,19,-0.20480941361814228
1,20,0.08507695243577969
1,21,0.3774046807775927
1,22,0.008494648984078697
1,23,0.37860273865353034
2,0,0.2542652638575927
2,1,0.5886237888703363
2,2,-0.11152645099905685
2,3,0.4458037082055451
2,4,-0.42096061200827084
2,5,0.3093137418837645
2,6,0.4593682242042463
2,7,-0.061306265890974584
2,8,-0.006246890920138122
2,9,-0.19692121884272873
2,10,-0.6617557839773482
2,11,0.22179164573008725
2,12,0.21119578122979665
2,13,0.38117538909247345
2,14,0.3936809897918837
2,15,-0.45843833479182544
2,16,-0.0740406196857392
2,17,-0.01819636467378882
2,18,0.8139504512681947
2,19,0.7949508120087797
2,20,0.13877428882955503
2,21,0.009282711338200536
2,22,-0.005076711904847177
2,23,0.4610706856253769
3,0,1.6468945030761502
3,1,-1.1598304550578513
3,2,1.510015283976835
3,3,1.844922376221077
3,4,-0.5148413690477436
3,5,2.573142395881902
3,6,4.003276611426633
3,7,0.5335117552963314
3,8,-0.006170682137767516
3,9,1.2159186871075467
3,10,-2.7766858737695808
3,11,3.592248799928173
3,12,2.017712047898378
3,13,1.6563496985314616
3,14,2.2722567792406143
3,15,-2.019744372163703
3,16,-0.31751593262344363
3,17,0.002118512112865595
3,18,2.867215002742248
3,19,2.966853937027314
3,20,1.5819076002347088
3,21,0.6614705158637922
3,22,0.013707583094781397
3,23,4.360262430807049
4,0,0.352551066173168
4,1,-0.2828581871912783
4,2,4.8307258700146125
4,3,-0.47373383025958044
4,4,1.3946608615096536
4,5,0.4565738743460442
4,6,0.5016611458778334
4,7,0.6954690991919517
4,8,0.025960203617553752
4,9,7.082673314404986
